id,Category,Subcategory,Subsubcategory,Subsubsubcategory,Quintile,Elasticity
681,Bread,Total other bread,Vienna and french bread,0,3,0.27642207
682,Bread,White bread,0,0,3,1.251107239
683,Bread,White bread,"White bread, premium, sliced and unsliced",0,3,7.291153657
684,Bread,White bread,"White bread, soft grain, sliced and unsliced",0,3,1.860940496
685,Bread,White bread,"White bread, standard, sliced",0,3,0.945801901
686,Bread,White bread,"White bread, standard, unsliced",0,3,2.215088955
687,"Cakes, buns and pastries",0,0,0,3,0.014307347
688,"Cakes, buns and pastries","Buns, scones and teacakes",0,0,3,-0.536282939
689,"Cakes, buns and pastries",Cakes and pastries,0,0,3,-0.107720695
690,"Cakes, buns and pastries",Cakes and pastries,"Cakes and pastries, not frozen",0,3,-0.132607539
691,"Cakes, buns and pastries",Cakes and pastries,Takeaway pastries,0,3,0.391436456
692,Carcase meat,0,0,0,3,1.446985748
693,Carcase meat,Beef and veal,0,0,3,1.112795356
694,Carcase meat,Beef and veal,All other beef and veal,0,3,0.84400577
695,Carcase meat,Beef and veal,Beef joints - boned,0,3,2.820346797
696,Carcase meat,Beef and veal,Beef joints - on the bone,0,3,1.213721107
697,Carcase meat,Beef and veal,Beef steak - less expensive,0,3,0.232936343
698,Carcase meat,Beef and veal,Beef steak - more expensive,0,3,1.0599655
699,Carcase meat,Beef and veal,Minced beef,0,3,0.127200253
700,Carcase meat,Mutton and lamb,0,0,3,1.029803249
701,Carcase meat,Mutton and lamb,All other lamb,0,3,0.473586289
702,Carcase meat,Mutton and lamb,Lamb chops,0,3,1.241062608
703,Carcase meat,Mutton and lamb,Lamb joints,0,3,0.839071885
704,Carcase meat,Mutton and lamb,Mutton,0,3,1.293360559
705,Carcase meat,Pork,0,0,3,0.197338383
706,Carcase meat,Pork,All other pork,0,3,-0.984689557
707,Carcase meat,Pork,Pork chops,0,3,-0.956650871
708,Carcase meat,Pork,Pork fillets and steaks,0,3,1.013583647
709,Carcase meat,Pork,Pork joints,0,3,1.692790278
710,Cheese,0,0,0,3,-0.191050084
711,Cheese,Natural cheese,0,0,3,-0.371763959
712,Cheese,Natural cheese,Cottage cheese,0,3,0.544894503
713,Cheese,Natural cheese,Hard cheese - cheddar type,0,3,-0.462636911
714,Cheese,Natural cheese,Hard cheese - edam or other foreign,0,3,0.440717449
715,Cheese,Natural cheese,Hard cheese - other uk or foreign equivalent,0,3,1.344841496
716,Cheese,Natural cheese,Soft natural cheese,0,3,2.223588909
717,Cheese,Processed cheese,0,0,3,-0.765835267
718,Confectionery,0,0,0,3,0.415107033
719,Confectionery,Chewing gum,0,0,3,1.968331352
720,Confectionery,Chocolate bars - filled,0,0,3,0.322460526
721,Confectionery,Chocolate bars - solid,0,0,3,0.482405824
722,Confectionery,"Fudges, toffees, caramels",0,0,3,-0.189312308
723,Confectionery,Mints and boiled sweets,0,0,3,0.027162559
724,Confectionery,Mints and boiled sweets,Boiled sweets,0,3,0.073626221
725,Confectionery,Mints and boiled sweets,Mints,0,3,2.159456522
726,Eggs,0,0,0,3,-0.25928017
727,Fats,0,0,0,3,0.256841545
728,Fats,All other fats,0,0,3,2.426279089
729,Fats,All other fats,Imitatation cream,0,3,0.196371964
730,Fats,All other fats,Low fat spreads,0,3,0.650805541
731,Fats,All other fats,Reduced fat spreads,0,3,2.212313465
732,Fats,All other fats,Suet and dripping,0,3,0.286090909
733,Fats,Butter,0,0,3,-0.63117176
734,Fats,Margarine,0,0,3,-1.241998215
735,Fats,Margarine,Other margarine,0,3,-1.12881865
736,Fats,Margarine,Soft margarine,0,3,-1.380862152
737,Fats,Vegetable and salad oils,0,0,3,-0.227101038
738,Fats,Vegetable and salad oils,Olive oil,0,3,1.126528425
739,Fats,Vegetable and salad oils,Other vegetable and salad oils,0,3,-0.075839989
740,Fish,0,0,0,3,1.056875605
741,Fish,"Blue fish, dried or salted or smoked",0,0,3,-0.332212365
742,Fish,"Herrings and other blue fish, fresh, chilled or frozen",0,0,3,0.949735207
743,Fish,"Herrings and other blue fish, fresh, chilled or frozen","Herrings and other blue fish, fresh or chilled",0,3,0.978276073
744,Fish,"Herrings and other blue fish, fresh, chilled or frozen","Herrings and other blue fish, frozen",0,3,0.223533135
745,Fish,Other tinned or bottled fish,0,0,3,0.666588077
746,Fish,Ready meals and other fish products - frozen or not frozen,0,0,3,-1.276361849
747,Fish,"Salmon, fresh, chilled or frozen",0,0,3,-0.559239551
748,Fish,"Salmon, fresh, chilled or frozen","Salmon, fresh or chilled",0,3,-0.450740516
749,Fish,"Salmon, fresh, chilled or frozen","Salmon, frozen",0,3,-1.037080378
750,Fish,"Salmon, tinned",0,0,3,1.759648921
751,Fish,Shellfish,0,0,3,0.269952013
752,Fish,Shellfish,"Shellfish, fresh or chilled",0,3,1.341955295
753,Fish,Shellfish,"Shellfish, frozen",0,3,1.494339161
754,Fish,Takeaway fish,0,0,3,2.213009346
755,Fish,Takeaway fish meals and fish products,0,0,3,0.287047167
756,Fish,Takeaway fish meals and fish products,Takeaway fish based meals,0,3,0.429114308
757,Fish,Takeaway fish meals and fish products,Takeaway fish products,0,3,1.659946131
758,Fish,"White fish, dried, salted or smoked",0,0,3,1.089121945
759,Fish,"White fish, fresh, chilled or frozen",0,0,3,0.720019791
760,Fish,"White fish, fresh, chilled or frozen","White fish, fresh or chilled",0,3,0.529642531
761,Fish,"White fish, fresh, chilled or frozen","White fish, frozen",0,3,-0.332287065
762,Flour,0,0,0,3,-0.119653737
763,Fresh and processed fruit,0,0,0,3,0.495117313
764,Fresh and processed fruit,Fresh fruit,0,0,3,0.325460855
765,Fresh and processed fruit,Fresh fruit,Fresh apples,0,3,1.114609451
766,Fresh and processed fruit,Fresh fruit,Fresh bananas,0,3,0.328926074
767,Fresh and processed fruit,Fresh fruit,Fresh grapes,0,3,0.952337856
768,Fresh and processed fruit,Fresh fruit,Fresh melons,0,3,1.545589628
769,Fresh and processed fruit,Fresh fruit,Fresh oranges,0,3,0.738955526
770,Fresh and processed fruit,Fresh fruit,Fresh pears,0,3,1.615008644
771,Fresh and processed fruit,Fresh fruit,Fresh stone fruit,0,3,1.236817572
772,Fresh and processed fruit,Fresh fruit,Other fresh citrus fruits,0,3,0.517375666
773,Fresh and processed fruit,Fresh fruit,Other fresh fruit,0,3,1.611753587
774,Fresh and processed fruit,Fresh fruit,Other fresh soft fruit,0,3,-1.323925512
775,Fresh and processed fruit,Processed fruit and fruit products,0,0,3,0.716949106
776,Fresh and processed fruit,Processed fruit and fruit products,All other tinned or bottled fruit,0,3,0.881020267
777,Fresh and processed fruit,Processed fruit and fruit products,Dried fruit,0,3,0.090969189
778,Fresh and processed fruit,Processed fruit and fruit products,"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",0,3,1.777661395
779,Fresh and processed fruit,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",0,3,0.058530164
780,Fresh and processed fruit,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",Nuts and edible seeds,3,0.419435893
781,Fresh and processed fruit,Processed fruit and fruit products,"Nuts, edible seeds and peanut butter",Peanut butter,3,-0.888592861
782,Fresh and processed fruit,Processed fruit and fruit products,Pure fruit juices,0,3,0.61601883
783,Fresh and processed fruit,Processed fruit and fruit products,"Tinned peaches, pears and pineapples",0,3,1.287049283
784,"Fresh and processed fruit and vegetables, excluding potatoes",0,0,0,3,0.250978993
785,"Fresh and processed fruit and vegetables, including potatoes",0,0,0,3,0.683263676
786,Fresh and processed potatoes,0,0,0,3,1.557567105
787,Fresh and processed potatoes,Fresh potatoes,0,0,3,1.105050703
788,Fresh and processed potatoes,Fresh potatoes,Fresh baking potatoes (e),0,3,-0.023555269
789,Fresh and processed potatoes,Fresh potatoes,Fresh new potatoes (e),0,3,1.792883248
790,Fresh and processed potatoes,Fresh potatoes,Other fresh potatoes (e),0,3,0.888252169
791,Fresh and processed potatoes,Processed potatoes,0,0,3,0.489230284
792,Fresh and processed potatoes,Processed potatoes,Chips and takeaway chips,0,3,0.120210966
793,Fresh and processed potatoes,Processed potatoes,Chips and takeaway chips,Chips - frozen or not frozen,3,0.602722422
794,Fresh and processed potatoes,Processed potatoes,Chips and takeaway chips,Takeaway chips,3,2.07558061
795,Fresh and processed potatoes,Processed potatoes,Crisps and potato snacks,0,3,0.738244651
796,Fresh and processed potatoes,Processed potatoes,Instant potato,0,3,-0.409827346
797,Fresh and processed potatoes,Processed potatoes,"Other potato products, frozen or not frozen",0,3,0.326427964
798,"Fresh and processed vegetables, excluding potatoes",0,0,0,3,-0.038945969
799,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,0,0,3,1.034281383
800,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh beans,0,3,0.41301047
801,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh brussels sprouts,0,3,0.620165659
802,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh cabbages,0,3,1.755746967
803,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh cauliflower,0,3,0.794308879
804,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Fresh peas,0,3,0.351726023
805,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Leafy salads fresh,0,3,1.082798736
806,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Leafy salads fresh,Lettuce and leafy salads,3,-0.408416889
807,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Leafy salads fresh,Prepared lettuce salads,3,0.405214972
808,"Fresh and processed vegetables, excluding potatoes",Fresh green vegetables,Other fresh green vegetables,0,3,-0.545137281
809,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,0,0,3,-0.151706904
810,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh carrots,0,3,-0.004597845
811,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh cucumbers,0,3,0.492116402
812,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh mushrooms,0,3,0.470771229
813,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,"Fresh onions, leeks and shallots",0,3,0.45803731
814,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh tomatoes,0,3,0.501804851
815,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Fresh turnips and swede,0,3,2.26920191
816,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,0,3,2.515881958
817,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,Fresh herbs,3,1.781694164
818,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",3,1.581875515
819,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,Fresh stem vegetables,3,-0.295024444
820,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Miscellaneous fresh vegtables,"Fresh vegetable stewpack, stirfry pack etc.",3,2.385120687
821,"Fresh and processed vegetables, excluding potatoes",Other fresh vegetables,Other fresh root vegetables,0,3,1.773198195
822,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,0,0,3,0.732715722
823,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Beans canned,0,3,0.193736412
824,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Beans canned,Baked beans in sauce,3,0.319100144
825,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Beans canned,Other canned beans and pulses,3,0.001852445
826,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Beans, frozen",0,3,-0.727229273
827,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Dried pulses other than air-dried,0,3,1.124098494
828,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Other canned vegetables,0,3,1.193065622
829,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Other frozen vegetables,0,3,0.174032593
830,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Peas, canned",0,3,1.690936736
831,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Peas, frozen",0,3,0.087388791
832,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),0,3,0.536089001
833,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),All vegetable takeaway products,3,0.285344028
834,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),"Ready meals and other vegetable products, frozen or not frozen",3,0.678957279
835,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,"Tomatoes, canned or bottled",0,3,-0.2711872
836,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Vegetable juices and purees,0,3,0.64355592
837,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Vegetable juices and purees,Tomato puree and vegetable purees,3,0.250854623
838,"Fresh and processed vegetables, excluding potatoes",Processed vegetables excluding processed potatoes,Vegetable juices and purees,"Vegetable juices eg tomato juice, carrot juice",3,0.301625118
839,"Fresh and processed vegetables, including potatoes",0,0,0,3,0.80271563
840,Milk and milk products excluding cheese,0,0,0,3,-0.061077268
841,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare",0,0,3,-1.951253812
842,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",0,3,-1.918790779
843,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",Pasteurised/ homogenised,3,-1.828943663
844,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",Sterilised,3,0.176670948
845,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",UHT milk,3,4.185950357
846,Milk and milk products excluding cheese,Other milk and cream,0,0,3,0.129293675
847,Milk and milk products excluding cheese,Other milk and cream,Condensed or evaporated milk,0,3,1.052431272
848,Milk and milk products excluding cheese,Other milk and cream,Cream,0,3,1.35917871
849,Milk and milk products excluding cheese,Other milk and cream,Infant milks,0,3,-0.828248468
850,Milk and milk products excluding cheese,Other milk and cream,Infant milks,Infant or baby milks - dried,3,-0.99011517
851,Milk and milk products excluding cheese,Other milk and cream,Infant milks,Infant or baby milks - ready to drink,3,2.919838468
852,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,0,3,1.14887003
853,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Dairy desserts - not frozen,3,0.460697215
854,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Dried milk products,3,0.492616169
855,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Milk drinks and other milks (d),3,0.933730875
856,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,Non-dairy milk substitutes (d),3,-0.769037312
857,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,0,3,0.049384926
858,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,Fully skimmed milk,3,-0.565910271
859,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,Semi-skimmed milk,3,0.166834344
860,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,0,3,1.320953137
861,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,Fromage frais,3,-0.562382249
862,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,Yoghurt,3,1.829922218
863,Non-carcase meat and meat products,0,0,0,3,0.8520422
864,Non-carcase meat and meat products,All offal other than liver,0,0,3,-0.043087652
865,Non-carcase meat and meat products,"Bacon and ham, cooked",0,0,3,0.88622523
866,Non-carcase meat and meat products,"Bacon and ham, uncooked",0,0,3,-0.079046007
867,Non-carcase meat and meat products,"Bacon and ham, uncooked","Bacon and ham joints, uncooked",0,3,0.744093407
868,Non-carcase meat and meat products,"Bacon and ham, uncooked","Bacon and ham rashers, uncooked",0,3,-0.618962525
869,Non-carcase meat and meat products,"Burgers, frozen or not frozen",0,0,3,1.64787702
870,Non-carcase meat and meat products,"Chicken, uncooked - whole chicken or chicken pieces",0,0,3,-0.528480526
871,Non-carcase meat and meat products,Cooked poultry not purchased in cans,0,0,3,1.193485361
872,Non-carcase meat and meat products,Cooked poultry not purchased in cans,"Chicken and turkey, cooked",0,3,1.549219216
873,Non-carcase meat and meat products,Cooked poultry not purchased in cans,Takeaway chicken,0,3,0.622059159
874,Non-carcase meat and meat products,"Corned beef, canned or sliced",0,0,3,0.891309128
875,Non-carcase meat and meat products,Liver,0,0,3,-0.355288368
876,Non-carcase meat and meat products,Liver,Lambs liver,0,3,-0.242218851
877,Non-carcase meat and meat products,Meat pastes and spreads,0,0,3,-3.732390296
878,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat",0,0,3,-4.486450689
879,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat","Meat pies, ready to eat",0,3,-2.505313807
880,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat","Sausage rolls, ready to eat",0,3,1.15645109
881,Non-carcase meat and meat products,"Meat pies, pasties and puddings, frozen or not frozen",0,0,3,-0.690816712
882,Non-carcase meat and meat products,Other canned meat and canned meat products,0,0,3,1.525208141
883,Non-carcase meat and meat products,Other cooked meat,0,0,3,-0.861749861
884,Non-carcase meat and meat products,"Other fresh, chilled and frozen meat",0,0,3,0.356161155
885,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)",0,0,3,1.161982381
886,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)","Poultry other than chicken or turkey, uncooked",0,3,0.436307317
887,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)","Turkey, uncooked - whole turkey or turkey pieces",0,3,1.557704529
888,Non-carcase meat and meat products,Pate and delicatessen type sausage,0,0,3,-0.009366877
889,Non-carcase meat and meat products,Pate and delicatessen type sausage,Delicatessen type sausages,0,3,-0.648191113
890,Non-carcase meat and meat products,Pate and delicatessen type sausage,Pate,0,3,0.420052183
891,Non-carcase meat and meat products,Ready meals and convenience meat products,0,0,3,0.696182891
892,Non-carcase meat and meat products,Ready meals and convenience meat products,"Complete meat-based ready meals, frozen or not frozen",0,3,0.209737045
893,Non-carcase meat and meat products,Ready meals and convenience meat products,"Other convenience meat products, frozen or not frozen",0,3,1.871385269
894,Non-carcase meat and meat products,"Sausages, uncooked - beef and other sausages",0,0,3,1.217517777
895,Non-carcase meat and meat products,"Sausages, uncooked - pork",0,0,3,0.339795327
896,Non-carcase meat and meat products,Takeaway meats,0,0,3,-0.188328275
897,Non-carcase meat and meat products,Takeaway meats,Takeaway burger and bun,0,3,0.89453792
898,Non-carcase meat and meat products,Takeaway meats,Takeaway kebabs,0,3,0.911744808
899,Non-carcase meat and meat products,Takeaway meats,Takeaway meat based meals,0,3,-2.172406202
900,Non-carcase meat and meat products,Takeaway meats,Takeaway meat pies and pasties,0,3,1.621128849
901,Non-carcase meat and meat products,Takeaway meats,Takeaway sausages and saveloys,0,3,1.249755335
902,Other cereals and cereal products,0,0,0,3,0.838682446
903,Other cereals and cereal products,Breakfast cereals,0,0,3,-0.318367883
904,Other cereals and cereal products,Breakfast cereals,High fibre breakfast cereals,0,3,0.088443328
905,Other cereals and cereal products,Breakfast cereals,Muesli,0,3,-0.400988795
906,Other cereals and cereal products,Breakfast cereals,Other breakfast cereals,0,3,0.612265842
907,Other cereals and cereal products,Breakfast cereals,Sweetened breakfast cereals,0,3,-0.361560533
908,Other cereals and cereal products,Cakes and pastries - frozen,0,0,3,-0.127294525
909,Other cereals and cereal products,Canned milk puddings,0,0,3,-0.14809505
910,Other cereals and cereal products,Canned milk puddings,All canned milk puddings,0,3,0.477080526
911,Other cereals and cereal products,Canned milk puddings,Canned or fresh carton custard,0,3,1.140451583
912,Other cereals and cereal products,Infant cereal foods,0,0,3,0.46228784
913,Other cereals and cereal products,"Invalid foods, slimming foods and sports foods",0,0,3,0.258848624
914,Other cereals and cereal products,Oatmeal and oat products,0,0,3,-0.935264
915,Other cereals and cereal products,Other cereal convenience foods,0,0,3,0.583356411
916,Other cereals and cereal products,Other cereal convenience foods,"Cake, pudding and dessert mixes",0,3,0.697639722
917,Other cereals and cereal products,Other cereal convenience foods,Cereal snacks,0,3,-1.174935162
918,Other cereals and cereal products,Other cereal convenience foods,"Other cereal foods, frozen and not frozen",0,3,1.361071849
919,Other cereals and cereal products,Other cereal convenience foods,"Quiches and flans, frozen and not frozen",0,3,0.960855386
920,Other cereals and cereal products,Other cereal convenience foods,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",0,3,0.725828074
921,Other cereals and cereal products,Other cereals,0,0,3,1.389648322
922,Other cereals and cereal products,Pasta,0,0,3,-0.088522357
923,Other cereals and cereal products,Pasta,Canned pasta,0,3,1.458480519
924,Other cereals and cereal products,Pasta,Dried and fresh pasta,0,3,0.40152505
925,Other cereals and cereal products,Pasta,Takeaway pasta and noodles,0,3,0.023818054
926,Other cereals and cereal products,Pizza,0,0,3,0.466121845
927,Other cereals and cereal products,Pizza,"Pizzas, frozen and not frozen",0,3,0.378894729
928,Other cereals and cereal products,Pizza,Takeaway pizza,0,3,1.201786549
929,Other cereals and cereal products,Puddings,0,0,3,0.172664052
930,Other cereals and cereal products,Rice,0,0,3,1.311029571
931,Other cereals and cereal products,Rice,Cooked rice,0,3,-0.61626465
932,Other cereals and cereal products,Rice,Dried rice,0,3,0.98514315
933,Other cereals and cereal products,Rice,Takeaway rice,0,3,-1.286155248
934,Other food and drink,0,0,0,3,0.892952179
935,Other food and drink,Baby foods,0,0,3,1.112568564
936,Other food and drink,Ice cream products including takeaways,0,0,3,0.210761515
937,Other food and drink,Ice cream products including takeaways,"Ice cream cornets, choc-ices, lollies with ice cream",0,3,0.316705407
938,Other food and drink,Ice cream products including takeaways,"Ice lollies, sorbet, frozen mousse, frozen yoghurt",0,3,0.582511423
939,Other food and drink,Ice cream products including takeaways,"Takeaway ice cream, ice cream products, milkshakes",0,3,1.059034767
940,Other food and drink,Ice cream tub or block,0,0,3,0.706840768
941,Other food and drink,Jelly squares or crystals,0,0,3,0.820459459
942,Other food and drink,Mineral or spring waters,0,0,3,0.924893579
943,Other food and drink,Pickles and sauces,0,0,3,1.033243807
944,Other food and drink,Pickles and sauces,Pickles,0,3,-0.59415898
945,Other food and drink,Pickles and sauces,Sauces,0,3,1.31337937
946,Other food and drink,Pickles and sauces,Takeaway sauces and mayonnnaise,0,3,0.169159913
947,Other food and drink,Salt,0,0,3,0.041028353
948,Other food and drink,Soups - canned or cartons,0,0,3,0.582681791
949,Other food and drink,Soups - dehydrated or powdered,0,0,3,0.537190826
950,Other food and drink,Soups - from takeaway,0,0,3,2.053971064
951,Other food and drink,Soya and novel protein foods,0,0,3,0.946849884
952,Other food and drink,Spreads and dressings,0,0,3,1.566377086
953,Other food and drink,Spreads and dressings,Other spreads and dresssings,0,3,-0.020809521
954,Other food and drink,Spreads and dressings,Salad dressings,0,3,1.293701558
955,Other food and drink,Stock cubes and meat and yeast extracts,0,0,3,0.32953182
956,Soft drinks,0,0,0,3,1.185383721
957,Soft drinks,"Soft drinks, concentrated, low calorie",0,0,3,-1.303265634
958,Soft drinks,"Soft drinks, concentrated, not low calorie",0,0,3,3.243613894
959,Soft drinks,"Soft drinks, not concentrated,  not low calorie",0,0,3,1.798451448
960,Soft drinks,"Soft drinks, not concentrated, low calorie",0,0,3,0.076640063
961,Sugar and preserves,0,0,0,3,0.603795548
962,Sugar and preserves,Honey,0,0,3,-0.407852681
963,Sugar and preserves,Jams and fruit curds,0,0,3,0.101829229
964,Sugar and preserves,Marmalade,0,0,3,-0.797517812
965,Sugar and preserves,Sugar,0,0,3,0.716192257
966,Sugar and preserves,"Syrup, treacle",0,0,3,-0.18573969
967,Alcoholic drinks,0,0,0,4,0.417295459
968,Alcoholic drinks,Alcopops,0,0,4,-3.767247744
969,Alcoholic drinks,Beers,0,0,4,1.084695684
970,Alcoholic drinks,Ciders and perry,0,0,4,-0.864201255
971,Alcoholic drinks,Fortified wines,0,0,4,0.509929946
972,Alcoholic drinks,Lagers and continental beers,0,0,4,-0.988973148
973,Alcoholic drinks,Liqueurs and cocktails,0,0,4,0.858702735
974,Alcoholic drinks,Spirits,0,0,4,-0.455223971
975,Alcoholic drinks,Spirits with mixer,0,0,4,2.304293707
976,Alcoholic drinks,Wine and champagne,0,0,4,0.409490211
977,Alcoholic drinks,Wine and champagne,"Champagne, sparkling wines and wine with mixer",0,4,-0.135041194
978,Alcoholic drinks,Wine and champagne,Table wine,0,4,0.833059708
979,Beverages,0,0,0,4,0.231020807
980,Beverages,Cocoa and chocolate drinks,0,0,4,0.975529925
981,Beverages,Coffee beans and ground coffee,0,0,4,-1.402873699
982,Beverages,Instant coffee,0,0,4,0.387023197
983,Beverages,Malt drinks and chocolate versions of malted drinks,0,0,4,0.959323882
984,Beverages,Tea,0,0,4,0.309920004
985,Biscuits and crispbreads,0,0,0,4,0.594175809
986,Biscuits and crispbreads,Biscuits other than chocolate,0,0,4,-0.547920836
987,Biscuits and crispbreads,Biscuits other than chocolate,Cream crackers and other unsweetened biscuits,0,4,-0.015920272
988,Biscuits and crispbreads,Biscuits other than chocolate,Sweet biscuits (not chocolate) and cereal bars,0,4,-0.820262694
989,Biscuits and crispbreads,Chocolate biscuits,0,0,4,2.457241774
990,Biscuits and crispbreads,Crispbread,0,0,4,-0.231046538
991,Bread,0,0,0,4,0.783327625
992,Bread,Brown and wholemeal bread,0,0,4,-0.798002425
993,Bread,Brown and wholemeal bread,"Brown bread, sliced and unsliced",0,4,0.093454378
994,Bread,Brown and wholemeal bread,"Wholemeal and granary bread, sliced and unsliced",0,4,-1.049923785
995,Bread,Total other bread,0,0,4,-0.107162777
996,Bread,Total other bread,Malt bread and fruit loaves,0,4,0.927326932
997,Bread,Total other bread,Other breads,0,4,2.204110837
998,Bread,Total other bread,"Rolls - white, brown or wholemeal",0,4,1.854345138
999,Bread,Total other bread,Sandwiches,0,4,1.419791923
1000,Bread,Total other bread,Sandwiches from takeaway,0,4,0.23642993
1001,Bread,Total other bread,Starch reduced bread and rolls,0,4,0.757441429
1002,Bread,Total other bread,Takeaway breads,0,4,1.304697301
1003,Bread,Total other bread,Vienna and french bread,0,4,0.105692745
1004,Bread,White bread,0,0,4,1.501586591
1005,Bread,White bread,"White bread, premium, sliced and unsliced",0,4,2.398382505
1006,Bread,White bread,"White bread, soft grain, sliced and unsliced",0,4,2.094603236
1007,Bread,White bread,"White bread, standard, sliced",0,4,1.116740422
1008,Bread,White bread,"White bread, standard, unsliced",0,4,2.692346664
1009,"Cakes, buns and pastries",0,0,0,4,-0.549709995
1010,"Cakes, buns and pastries","Buns, scones and teacakes",0,0,4,-1.028294696
1011,"Cakes, buns and pastries",Cakes and pastries,0,0,4,0.340333252
1012,"Cakes, buns and pastries",Cakes and pastries,"Cakes and pastries, not frozen",0,4,-0.016505
1013,"Cakes, buns and pastries",Cakes and pastries,Takeaway pastries,0,4,0.255114784
1014,Carcase meat,0,0,0,4,1.411274225
1015,Carcase meat,Beef and veal,0,0,4,0.98943687
1016,Carcase meat,Beef and veal,All other beef and veal,0,4,0.697438427
1017,Carcase meat,Beef and veal,Beef joints - boned,0,4,2.080150171
1018,Carcase meat,Beef and veal,Beef joints - on the bone,0,4,-1.742634351
1019,Carcase meat,Beef and veal,Beef steak - less expensive,0,4,0.478303015
